participant_id,participant_name,run,block_number,trial_number,global_trial_number,trial_type,condition,reaction_time,trial_trigger_time,s1_onset,s2_onset,trial_trigger_time_cor,s1_onset_cor,s2_onset_cor,isi,iti,button_press,s1_filename,s2_filename,s1_category,s2_category,elapsed_since_previous,target_trial_counter,is_target,target_accuracy,timer,tag,block_start,first_tag_trigger
JF,,1,1,16,16,2,incoherent_real,5000,186.464937499999,186.67046130000017,190.95197779999944,135.0051685999988,135.21069239999997,139.49220889999924,4,0.05,0,stim\am_c_01.jpg,stim\poc_f_02.jpg,am,poc,9.989930799998547,,normal,correct,129.9869136999987,135.0051685999988,254.61763729999984,51.4597689000002
JF,,1,1,17,17,1,coherent,5000,194.4629447999996,194.6672791000001,199.93199099999947,143.0031758999994,143.2075101999999,148.47222209999927,5,0.05,0,stim\poc_c_04.jpg,stim\poc_f_05.jpg,poc,poc,7.998007300000609,,normal,correct,137.9849209999993,143.0031758999994,254.61763729999984,51.4597689000002
JF,,1,1,18,18,4,neutral,5000,203.46895109999969,203.74724819999938,208.52885199999946,152.0091821999995,152.28747929999918,157.06908309999926,4.5,0.05,0,stim\mock2_c_01.jpg,stim\mock2_f_04.jpg,mock2,mock2,9.006006300000081,,normal,correct,146.99092729999938,152.0091821999995,254.61763729999984,51.4597689000002
JF,,1,1,19,19,2,incoherent_real,5000,211.4709617999997,211.6941422,216.47581059999902,160.01119289999951,160.2343732999998,165.01604169999882,4.5,0.05,0,stim\im_c_02.jpg,stim\am_f_05.jpg,im,am,8.002010700000028,,normal,correct,154.9929379999994,160.01119289999951,254.61763729999984,51.4597689000002
JF,,1,1,20,20,1,coherent,5000,220.46500059999926,220.67409539999971,225.70555429999877,169.00523169999906,169.21432649999952,174.24578539999857,4.75,0.05,0,stim\hp_c_04.jpg,stim\hp_f_01.jpg,hp,hp,8.994038799999544,,normal,correct,163.98697679999896,169.00523169999906,254.61763729999984,51.4597689000002
JF,,1,1,21,21,2,incoherent_real,5000,229.46801930000038,229.72075120000045,234.75216550000005,178.00825040000018,178.26098230000025,183.29239659999985,4.75,0.05,0,stim\am_c_03.jpg,stim\poc_f_01.jpg,am,poc,9.003018700001121,,normal,correct,172.98999550000008,178.00825040000018,254.61763729999984,51.4597689000002
JF,,1,1,22,22,3,incoherent_mock,5000,237.47001869999986,237.71755669999948,242.99895449999894,186.01024979999966,186.25778779999928,191.53918559999875,5,0.05,0,stim\poc_c_02.jpg,stim\mock4_f_04.jpg,poc,mock4,8.001999399999477,,normal,correct,180.99199489999955,186.01024979999966,254.61763729999984,51.4597689000002
JF,,1,1,23,23,1,coherent,5000,245.47099919999891,245.73151609999877,251.0126325000001,194.01123029999872,194.27174719999857,199.5528635999999,5,0.05,0,stim\hp_c_03.jpg,stim\hp_f_05.jpg,hp,hp,8.00098049999906,,normal,correct,188.9929753999986,194.01123029999872,254.61763729999984,51.4597689000002
JF,,1,1,24,24,3,target,5000,255.4640032999996,255.7607909999988,260.0425379999997,204.0042343999994,204.3010220999986,208.5827690999995,4,0.05,0,stim\poc_c_01.jpg,stim\mock1_f_02.jpg,poc,mock1,9.99300410000069,,target,missed,198.9859794999993,204.0042343999994,254.61763729999984,51.4597689000002
JF,,1,1,25,25,1,coherent,5000,262.47305199999937,262.7081326999996,267.48959099999956,211.01328309999917,211.24836379999942,216.02982209999936,4.5,0.05,0,stim\im_c_05.jpg,stim\im_f_05.jpg,im,im,7.0090486999997665,,normal,correct,205.99502819999907,211.01328309999917,254.61763729999984,51.4597689000002
JF,,1,1,26,26,3,incoherent_mock,5000,270.4680202999989,270.6717835999989,275.7031146999998,219.0082513999987,219.2120146999987,224.2433457999996,4.75,0.05,0,stim\hp_c_02.jpg,stim\mock1_f_03.jpg,hp,mock1,7.9949682999995275,,normal,correct,213.9899964999986,219.0082513999987,254.61763729999984,51.4597689000002
JF,,1,1,27,27,4,neutral,5000,279.46397400000023,279.71827289999965,284.23353270000007,228.00420510000004,228.25850399999945,232.77376379999987,4.25,0.05,0,stim\mock3_c_05.jpg,stim\mock3_f_04.jpg,mock3,mock3,8.995953700001337,,normal,correct,222.98595019999993,228.00420510000004,254.61763729999984,51.4597689000002
JF,,1,1,28,28,3,incoherent_mock,5000,286.465970199999,286.7156113000001,291.9968697000004,235.0062012999988,235.2558423999999,240.5371008000002,5,0.05,0,stim\am_c_01.jpg,stim\mock4_f_05.jpg,am,mock4,7.001996199998757,,normal,correct,229.9879463999987,235.0062012999988,254.61763729999984,51.4597689000002
JF,,1,1,29,29,1,target,5000,294.46800729999995,294.6791486000002,299.194190799999,243.00823839999975,243.2193797,247.73442189999878,4.25,0.05,0,stim\poc_c_03.jpg,stim\poc_f_04.jpg,poc,poc,8.002037100000962,,target,missed,237.98998349999965,243.00823839999975,254.61763729999984,51.4597689000002
JF,,1,1,30,30,4,neutral,5000,301.46799999999894,301.6929676999989,306.7078392000003,250.00823109999874,250.23319879999872,255.2480703000001,4.75,0.05,0,stim\mock4_c_03.jpg,stim\mock1_f_01.jpg,mock4,mock1,6.999992699998984,,normal,correct,244.98997619999864,250.00823109999874,254.61763729999984,51.4597689000002
JF,,1,2,1,31,1,coherent,5000,322.4690025,322.70134599999983,327.48264149999886,271.0092335999998,271.24157709999963,276.02287259999866,4.5,0.05,0,stim\hp_c_03.jpg,stim\hp_f_05.jpg,hp,hp,21.00100250000105,,normal,correct,265.9909786999997,271.0092335999998,254.61763729999984,51.4597689000002
JF,,1,2,2,32,1,coherent,5000,332.46899010000016,332.7972265999997,337.32869159999973,281.00922119999996,281.3374576999995,285.86892269999953,4.25,0.05,0,stim\am_c_03.jpg,stim\am_f_04.jpg,am,am,9.999987600000168,,normal,correct,275.99096629999985,281.00922119999996,254.61763729999984,51.4597689000002
JF,,1,2,3,33,2,incoherent_real,5000,340.4690018000001,340.69380379999893,345.70851969999967,289.0092328999999,289.23403489999873,294.24875079999947,4.75,0.05,0,stim\poc_c_02.jpg,stim\am_f_03.jpg,poc,am,8.000011699999959,,normal,correct,283.9909779999998,289.0092328999999,254.61763729999984,51.4597689000002
JF,,1,2,4,34,3,incoherent_mock,5000,350.47000750000007,350.6898650999992,355.72120170000017,299.01023859999987,299.230096199999,304.26143279999997,4.75,0.05,0,stim\am_c_05.jpg,stim\mock1_f_04.jpg,am,mock1,10.00100569999995,,normal,correct,293.99198369999976,299.01023859999987,254.61763729999984,51.4597689000002
JF,,1,2,5,35,3,incoherent_mock,5000,360.46399609999935,360.7525330999997,365.5338644000003,309.00422719999915,309.2927641999995,314.0740955000001,4.5,0.05,0,stim\poc_c_01.jpg,stim\mock1_f_05.jpg,poc,mock1,9.993988599999284,,normal,correct,303.98597229999905,309.00422719999915,254.61763729999984,51.4597689000002
JF,,1,2,6,36,1,coherent,5000,370.4640067,370.6651299999994,375.9463599999999,319.0042377999998,319.2053610999992,324.4865910999997,5,0.05,0,stim\hp_c_01.jpg,stim\hp_f_01.jpg,hp,hp,10.000010600000678,,normal,correct,313.9859828999997,319.0042377999998,254.61763729999984,51.4597689000002
JF,,1,2,7,37,3,incoherent_mock,5000,378.4700066000005,378.71186209999905,383.24341470000036,327.0102377000003,327.25209319999885,331.78364580000016,4.25,0.05,0,stim\poc_c_05.jpg,stim\mock2_f_01.jpg,poc,mock2,8.005999900000461,,normal,correct,321.9919828000002,327.0102377000003,254.61763729999984,51.4597689000002
JF,,1,2,8,38,2,incoherent_real,5000,387.4669802999997,387.7248632999999,392.5063322999995,336.0072113999995,336.2650943999997,341.0465633999993,4.5,0.05,0,stim\im_c_04.jpg,stim\am_f_01.jpg,im,am,8.996973699999216,,normal,correct,330.9889564999994,336.0072113999995,254.61763729999984,51.4597689000002
JF,,1,2,9,39,4,neutral,5000,397.47092639999937,397.7375718000003,402.76877570000033,346.0111574999992,346.2778029000001,351.30900680000013,4.75,0.05,0,stim\mock3_c_01.jpg,stim\mock3_f_02.jpg,mock3,mock3,10.003946099999666,,normal,correct,340.99290259999907,346.0111574999992,254.61763729999984,51.4597689000002
JF,,1,2,10,40,2,incoherent_real,5000,405.4639683000005,405.78441310000017,410.0658378999997,354.0041994000003,354.32464419999997,358.6060689999995,4,0.05,0,stim\poc_c_04.jpg,stim\mock4_f_02.jpg,poc,mock4,7.993041900001117,,normal,correct,348.9859445000002,354.0041994000003,254.61763729999984,51.4597689000002
JF,,1,2,11,41,2,incoherent_real,5000,413.4739298000004,413.7644148999989,419.04543249999915,362.0141609000002,362.3046459999987,367.58566359999895,5,0.05,0,stim\hp_c_05.jpg,stim\mock2_f_03.jpg,hp,mock2,8.009961499999918,,normal,correct,356.9959060000001,362.0141609000002,254.61763729999984,51.4597689000002
JF,,1,2,12,42,2,incoherent_real,5000,421.4639714999994,421.7945112999987,426.55908780000027,370.0042025999992,370.3347423999985,375.09931890000007,4.5,0.05,0,stim\im_c_02.jpg,stim\mock3_f_03.jpg,im,mock3,7.990041699998983,,normal,correct,364.9859476999991,370.0042025999992,254.61763729999984,51.4597689000002
JF,,1,2,13,43,1,coherent,5000,431.46501929999977,431.6905014999993,436.47192299999915,380.00525039999957,380.2307325999991,385.01215409999895,4.5,0.05,0,stim\am_c_02.jpg,stim\am_f_04.jpg,am,am,10.001047800000379,,normal,correct,374.98699549999947,380.00525039999957,254.61763729999984,51.4597689000002
JF,,1,2,14,44,1,coherent,5000,441.47801959999924,441.71982579999894,446.75097280000045,390.01825069999904,390.26005689999874,395.29120390000026,4.75,0.05,0,stim\im_c_05.jpg,stim\im_f_05.jpg,im,im,10.013000299999476,,normal,correct,384.99999579999894,390.01825069999904,254.61763729999984,51.4597689000002
JF,,1,2,15,45,2,incoherent_real,5000,450.4750069999991,450.68290499999966,455.46424079999997,399.0152380999989,399.22313609999946,404.00447189999977,4.5,0.05,0,stim\hp_c_04.jpg,stim\mock4_f_01.jpg,hp,mock4,8.996987399999853,,normal,correct,393.9969831999988,399.0152380999989,254.61763729999984,51.4597689000002
JF,,1,2,16,46,1,coherent,5000,459.47299980000025,459.7125455000005,464.2439713999993,408.01323090000005,408.2527766000003,412.7842024999991,4.25,0.05,0,stim\im_c_01.jpg,stim\im_f_03.jpg,im,im,8.997992800001157,,normal,correct,402.99497599999995,408.01323090000005,254.61763729999984,51.4597689000002
JF,,1,2,17,47,3,incoherent_mock,5000,468.4700023000005,468.75894209999933,473.0404992999993,417.0102334000003,417.29917319999913,421.5807303999991,4,0.05,0,stim\am_c_04.jpg,stim\mock3_f_03.jpg,am,mock3,8.997002500000235,,normal,correct,411.9919785000002,417.0102334000003,254.61763729999984,51.4597689000002
JF,,1,2,18,48,4,neutral,5000,476.4760002999992,476.72218559999965,481.23711879999973,425.016231399999,425.26241669999945,429.77734989999954,4.25,0.05,0,stim\mock4_c_05.jpg,stim\mock2_f_03.jpg,mock4,mock2,8.005997999998726,,normal,correct,419.9979764999989,425.016231399999,254.61763729999984,51.4597689000002
JF,,1,2,19,49,1,coherent,5000,484.4649785999991,484.6858190999992,489.9670836999994,433.0052096999989,433.226050199999,438.5073147999992,5,0.05,0,stim\im_c_03.jpg,stim\im_f_01.jpg,im,im,7.9889782999998715,,normal,correct,427.9869547999988,433.0052096999989,254.61763729999984,51.4597689000002
JF,,1,2,20,50,4,neutral,5000,492.4660014000001,492.69920900000034,497.2309043000005,441.0062324999999,441.23944010000014,445.7711354000003,4.25,0.05,0,stim\mock1_c_01.jpg,stim\mock4_f_01.jpg,mock1,mock4,8.00102280000101,,normal,correct,435.9879775999998,441.0062324999999,254.61763729999984,51.4597689000002
JF,,1,2,21,51,3,incoherent_mock,5000,501.4720037999996,501.7122526999992,506.9934641,450.0122348999994,450.252483799999,455.5336951999998,5,0.05,0,stim\hp_c_05.jpg,stim\mock4_f_02.jpg,hp,mock4,9.006002399999488,,normal,correct,444.9939799999993,450.0122348999994,254.61763729999984,51.4597689000002
JF,,1,2,22,52,4,neutral,5000,509.46598409999933,509.77577589999964,514.8070239999997,458.00621519999913,458.31600699999944,463.34725509999953,4.75,0.05,0,stim\mock4_c_04.jpg,stim\hp_f_02.jpg,mock4,hp,7.993980299999748,,normal,correct,452.98796029999903,458.00621519999913,254.61763729999984,51.4597689000002
JF,,1,2,23,53,3,target,5000,517.4749966999989,517.7392048000002,522.2705781999994,466.0152277999987,466.27943589999995,470.81080929999916,4.25,0.05,0,stim\poc_c_02.jpg,stim\im_f_02.jpg,poc,im,8.00901259999955,,target,missed,460.9969728999986,466.0152277999987,254.61763729999984,51.4597689000002
JF,,1,2,24,54,1,coherent,5000,524.4649184999998,524.686507299999,529.4678605999998,473.00514959999964,473.2267383999988,478.00809169999957,4.5,0.05,0,stim\hp_c_01.jpg,stim\hp_f_04.jpg,hp,hp,6.989921800000957,,normal,correct,467.98689469999954,473.00514959999964,254.61763729999984,51.4597689000002
JF,,1,2,25,55,1,coherent,5000,534.4739978999987,534.6990047999989,538.9806659999995,483.0142289999985,483.2392358999987,487.5208970999993,4,0.05,0,stim\im_c_01.jpg,stim\im_f_04.jpg,im,im,10.009079399998882,,normal,correct,477.9959740999984,483.0142289999985,254.61763729999984,51.4597689000002
JF,,1,2,26,56,1,coherent,5000,542.476912099999,542.695917699999,546.9774579000004,491.0171431999988,491.2361487999988,495.51768900000025,4,0.05,0,stim\poc_c_05.jpg,stim\poc_f_01.jpg,poc,poc,8.002914200000305,,normal,correct,485.9988882999987,491.0171431999988,254.61763729999984,51.4597689000002
JF,,1,2,27,57,4,neutral,5000,551.4719977999994,551.7922760999991,556.3237351999996,500.0122288999992,500.3325071999989,504.86396629999945,4.25,0.05,0,stim\mock1_c_04.jpg,stim\mock1_f_03.jpg,mock1,mock1,8.995085700000345,,normal,correct,494.99397399999907,500.0122288999992,254.61763729999984,51.4597689000002
JF,,1,2,28,58,4,neutral,5000,560.4749888999995,560.7552271000004,565.0368311000002,509.0152199999993,509.2954582000002,513.5770622,4,0.05,0,stim\mock3_c_03.jpg,stim\mock3_f_04.jpg,mock3,mock3,9.002991100000145,,normal,correct,503.9969650999992,509.0152199999993,254.61763729999984,51.4597689000002
JF,,1,2,29,59,4,target,5000,568.4769342,568.7354605,573.2668343999994,517.0171652999998,517.2756915999998,521.8070654999992,4.25,0.05,0,stim\mock1_c_05.jpg,stim\mock2_f_04.jpg,mock1,mock2,8.001945300000443,,target,missed,511.99891039999966,517.0171652999998,254.61763729999984,51.4597689000002
JF,,1,2,30,60,4,neutral,5000,576.4749187999987,576.732031399999,581.2636872999992,525.0151498999985,525.2722624999988,529.803918399999,4.25,0.05,0,stim\mock4_c_02.jpg,stim\mock1_f_04.jpg,mock4,mock1,7.997984599998745,,normal,correct,519.9968949999984,525.0151498999985,254.61763729999984,51.4597689000002
