participant_id,participant_name,run,block_number,trial_number,global_trial_number,trial_type,condition,reaction_time,trial_trigger_time,s1_onset,s2_onset,trial_trigger_time_cor,s1_onset_cor,s2_onset_cor,isi,iti,button_press,s1_filename,s2_filename,s1_category,s2_category,elapsed_since_previous,target_trial_counter,is_target,target_accuracy,timer,tag,block_start,first_tag_trigger
JF,,3,1,1,1,3,incoherent_mock,5000,21.02995649999866,21.2354207999997,26.51646979999896,6.014989600000263,6.220453900001303,11.50150290000056,5,0.05,0,stim\poc_c_05.jpg,stim\mock2_f_04.jpg,poc,mock2,0,,normal,correct,0.0,6.014989600000263,35.882664799999475,15.014966899998399
JF,,3,1,2,2,4,neutral,5000,29.022991099998762,29.248765399999684,33.78030499999841,14.008024200000364,14.233798500001285,18.765338100000008,4.25,0.05,0,stim\mock4_c_02.jpg,stim\mock2_f_02.jpg,mock4,mock2,7.993034600000101,,normal,correct,7.993034600000101,14.008024200000364,35.882664799999475,15.014966899998399
JF,,3,1,3,3,4,neutral,5000,37.02697079999962,37.27892469999824,42.5601276999987,22.01200390000122,22.263957799999844,27.545160800000303,5,0.05,0,stim\mock2_c_02.jpg,stim\hp_f_01.jpg,mock2,hp,8.003979700000855,,normal,correct,15.997014300000956,22.01200390000122,35.882664799999475,15.014966899998399
JF,,3,1,4,4,4,neutral,5000,47.02497279999989,47.35810019999917,52.139552199998434,32.01000590000149,32.34313330000077,37.124585300000035,4.5,0.05,0,stim\mock1_c_05.jpg,stim\im_f_05.jpg,mock1,im,9.99800200000027,,normal,correct,25.995016300001225,32.01000590000149,35.882664799999475,15.014966899998399
JF,,3,1,5,5,1,coherent,5000,56.02396849999968,56.23782739999842,60.51951459999873,41.009001600001284,41.222860500000024,45.50454770000033,4,0.05,0,stim\am_c_04.jpg,stim\am_f_05.jpg,am,am,8.998995699999796,,normal,correct,34.99401200000102,41.009001600001284,35.882664799999475,15.014966899998399
JF,,3,1,6,6,1,coherent,5000,65.0300172999996,65.2507947999984,69.78238559999954,50.0150504000012,50.235827900000004,54.767418700001144,4.25,0.05,0,stim\hp_c_02.jpg,stim\hp_f_02.jpg,hp,hp,9.006048799999917,,normal,correct,44.00006080000094,50.0150504000012,35.882664799999475,15.014966899998399
JF,,3,1,7,7,3,incoherent_mock,5000,72.02797399999872,72.29794109999966,77.57932229999824,57.01300710000032,57.28297420000126,62.56435539999984,5,0.05,0,stim\poc_c_04.jpg,stim\mock1_f_03.jpg,poc,mock1,6.997956699999122,,normal,correct,50.99801750000006,57.01300710000032,35.882664799999475,15.014966899998399
JF,,3,1,8,8,2,incoherent_real,5000,82.02079149999918,82.22729509999954,87.25875889999952,67.00582460000078,67.21232820000114,72.24379200000112,4.75,0.05,0,stim\am_c_01.jpg,stim\im_f_02.jpg,am,im,9.992817500000456,,normal,correct,60.990835000000516,67.00582460000078,35.882664799999475,15.014966899998399
JF,,3,1,9,9,1,coherent,5000,91.03195519999827,91.2902723999996,95.82190769999943,76.01698829999987,76.2753055000012,80.80694080000103,4.25,0.05,0,stim\poc_c_03.jpg,stim\poc_f_03.jpg,poc,poc,9.011163699999088,,normal,correct,70.0019986999996,76.01698829999987,35.882664799999475,15.014966899998399
JF,,3,1,10,10,1,target,5000,100.02795729999889,100.25333339999997,105.26800639999965,85.01299040000049,85.23836650000158,90.25303950000125,4.75,0.05,0,stim\im_c_03.jpg,stim\im_f_04.jpg,im,im,8.996002100000624,,target,missed,78.99800080000023,85.01299040000049,35.882664799999475,15.014966899998399
JF,,3,1,11,11,2,incoherent_real,5000,108.01896159999887,108.36664299999939,112.88173129999996,93.00399470000048,93.35167610000099,97.86676440000156,4.25,0.05,0,stim\hp_c_04.jpg,stim\am_f_03.jpg,hp,am,7.991004299999986,,normal,correct,86.98900510000021,93.00399470000048,35.882664799999475,15.014966899998399
JF,,3,1,12,12,4,neutral,5000,117.02996379999968,117.27993089999836,122.31121409999832,102.01499690000128,102.26496399999996,107.29624719999993,4.75,0.05,0,stim\mock3_c_02.jpg,stim\hp_f_04.jpg,mock3,hp,9.011002200000803,,normal,correct,96.00000730000102,102.01499690000128,35.882664799999475,15.014966899998399
JF,,3,1,13,13,3,target,5000,127.0189524999987,127.2425889999995,131.77416569999878,112.0039856000003,112.2276221000011,116.75919880000038,4.25,0.05,0,stim\am_c_03.jpg,stim\mock4_f_01.jpg,am,mock4,9.988988699999027,,target,missed,105.98899600000004,112.0039856000003,35.882664799999475,15.014966899998399
JF,,3,1,14,14,2,incoherent_real,5000,136.028924799999,136.32217409999976,141.58682399999998,121.0139579000006,121.30720720000136,126.57185710000158,5,0.05,0,stim\im_c_01.jpg,stim\am_f_02.jpg,im,am,9.0099723000003,,normal,correct,114.99896830000034,121.0139579000006,35.882664799999475,15.014966899998399
JF,,3,1,15,15,1,coherent,5000,145.0219621999986,145.31860349999988,150.59985999999844,130.0069953000002,130.30363660000148,135.58489310000004,5,0.05,0,stim\poc_c_02.jpg,stim\poc_f_04.jpg,poc,poc,8.993037399999594,,normal,correct,123.99200569999994,130.0069953000002,35.882664799999475,15.014966899998399
JF,,3,1,16,16,1,coherent,5000,154.02097959999992,154.31498249999822,159.34641509999892,139.00601270000152,139.30001559999982,144.33144820000052,4.75,0.05,0,stim\hp_c_05.jpg,stim\hp_f_05.jpg,hp,hp,8.999017400001321,,normal,correct,132.99102310000126,139.00601270000152,35.882664799999475,15.014966899998399
JF,,3,1,17,17,3,incoherent_mock,5000,162.01998129999993,162.29508539999915,167.5764814999984,147.00501440000153,147.28011850000075,152.5615146,5,0.05,0,stim\am_c_02.jpg,stim\mock3_f_01.jpg,am,mock3,7.999001700000008,,normal,correct,140.99002480000127,147.00501440000153,35.882664799999475,15.014966899998399
JF,,3,1,18,18,3,incoherent_mock,5000,171.0219505999994,171.30814809999902,176.33955979999882,156.006983700001,156.29318120000062,161.32459290000043,4.75,0.05,0,stim\im_c_02.jpg,stim\mock4_f_05.jpg,im,mock4,9.001969299999473,,normal,correct,149.99199410000074,156.006983700001,35.882664799999475,15.014966899998399
JF,,3,1,19,19,4,target,5000,181.01892979999866,181.22090839999873,186.00236389999918,166.00396290000026,166.20594150000034,170.98739700000078,4.5,0.05,0,stim\mock2_c_03.jpg,stim\mock1_f_04.jpg,mock2,mock1,9.99697919999926,,target,missed,159.9889733,166.00396290000026,35.882664799999475,15.014966899998399
JF,,3,1,20,20,1,coherent,5000,189.03092899999865,189.25112389999958,193.53264369999852,174.01596210000025,174.23615700000119,178.51767680000012,4,0.05,0,stim\poc_c_01.jpg,stim\poc_f_05.jpg,poc,poc,8.011999199999991,,normal,correct,168.0009725,174.01596210000025,35.882664799999475,15.014966899998399
JF,,3,1,21,21,2,incoherent_real,5000,196.03386699999828,196.24819229999957,200.77959889999875,181.01890009999988,181.23322540000117,185.76463200000035,4.25,0.05,0,stim\am_c_05.jpg,stim\poc_f_02.jpg,am,poc,7.002937999999631,,normal,correct,175.00391049999962,181.01890009999988,35.882664799999475,15.014966899998399
JF,,3,1,22,22,1,coherent,5000,203.01887819999865,203.22862429999986,208.50997229999848,188.00391130000025,188.21365740000147,193.49500540000008,5,0.05,0,stim\im_c_05.jpg,stim\im_f_01.jpg,im,im,6.985011200000372,,normal,correct,181.9889217,188.00391130000025,35.882664799999475,15.014966899998399
JF,,3,1,23,23,2,target,5000,213.0289004999995,213.27490379999836,217.80640799999856,198.0139336000011,198.25993689999996,202.79144110000016,4.25,0.05,0,stim\hp_c_03.jpg,stim\im_f_03.jpg,hp,im,10.010022300000855,,target,missed,191.99894400000085,198.0139336000011,35.882664799999475,15.014966899998399
JF,,3,1,24,24,2,incoherent_real,5000,221.03086189999885,221.23809309999888,225.51997529999971,206.01589500000046,206.22312620000048,210.50500840000132,4,0.05,0,stim\im_c_04.jpg,stim\hp_f_03.jpg,im,hp,8.001961399999345,,normal,correct,200.0009054000002,206.01589500000046,35.882664799999475,15.014966899998399
JF,,3,1,25,25,2,incoherent_real,5000,228.0239453999984,228.2519958999983,232.53372619999936,213.0089785,213.2370289999999,217.51875930000097,4,0.05,0,stim\hp_c_01.jpg,stim\am_f_04.jpg,hp,am,6.993083499999557,,normal,correct,206.99398889999975,213.0089785,35.882664799999475,15.014966899998399
JF,,3,1,26,26,3,incoherent_mock,5000,235.02098139999907,235.38243449999936,239.89743219999946,220.00601450000067,220.36746760000096,224.88246530000106,4.25,0.05,0,stim\poc_c_04.jpg,stim\mock3_f_04.jpg,poc,mock3,6.997036000000662,,normal,correct,213.9910249000004,220.00601450000067,35.882664799999475,15.014966899998399
