congruent,incongruent,neutral
-0.24493851666666666,-0.07693748000000002,0.11854776000000002
-0.067134714,0.092078601625,-0.2193450505
0.03766160000000002,-0.06410075175000002,-0.066893435
0.45044513999999997,-0.24798811749999994,-0.33077863
-0.12716175249999997,-0.300563353125,-0.137498825
-0.2908090475,-0.19396412600000001,-0.9664045975
0.13417557425,0.29871552125,0.21252011250000002
-0.6786361775,-0.7197241825000001,-0.11351105249999996
